pdbid,-logKd/Ki,SMILES
1bai,7.7,CCCC[C@@H](C(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+])CC(C)C)Cc1ccccc1)CCC(=O)O)C
1bap,6.85,O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)O
1bb0,8.36,OC[C@@H](NC(=O)CN1CCC[C@@H](C1=O)NS(=O)(=O)Cc1ccccc1)C[C@H]1CCC[N+](=C(N)N)C1
1bbz,5.82,OC[C@@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)C)C)CO)Cc1ccc(cc1)O
1bcd,8.7,FC(S(=O)(=O)N)(F)F
1bcj,3.7,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@H]1O)O)NC(=O)C
1bcu,3.28,Nc1ccc2c(c1)nc1c(c2)ccc(c1)N
1bdl,5.85,O=C(OC(C)(C)C)N[C@H]([C@H](C[C@H](C(=O)N[C@H](c1ncc[nH]1)C(C)C)Cc1ccccc1)O)Cc1ccccc1
1bdq,6.34,O=C(OC(C)(C)C)N[C@H]([C@H](C[C@H](C(=O)N[C@H](c1ncc[nH]1)C(C)C)Cc1ccccc1)O)Cc1ccccc1
1bdr,6.68,O=C(OC(C)(C)C)N[C@H]([C@H](C[C@H](C(=O)N[C@H](c1ncc[nH]1)C(C)C)Cc1ccccc1)O)Cc1ccccc1
1bgo,8.46,O[C@@H](CNS(=O)(=O)c1ccccn1)CNC(=O)[C@@H](c1cccc(c1)c1ccccc1)CC(C)C
1bgq,8.57,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(C(=O)O1)c(O)cc(c2Cl)O
1bhf,4.38,CC[C@@H]([C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(cc1)CC(=O)O)NC(=O)C)CCC(=O)O)CCC(=O)O)C
1bhx,6.84,O=C([C@@H]1CS[C@@H]2N1C(=O)[C@@H](CC2)NS(=O)(=O)Cc1ccccc1)NCCC[NH+]=C(N)N
1bil,9.3,CC(C[C@@H]([C@@H]([C@@H](NC(=O)[C@H](Cc1csc(n1)N)CC(=O)N([C@H](c1ccccc1)C)CC(=O)N(C)C)CC1CCCCC1)O)O)C
1bim,8.92,O=C([C@H](Cc1csc(n1)N)CC(=O)N([C@H](c1ccccc1)C)C)N[C@H]([C@H]([C@@H]1CC(N(C1=O)C)(C)C)O)CC1CCCCC1
1bio,5.54,OCc1ccccc1N
1biw,6.98,COCCN1CCCC[C@@H](C1=O)NC(=O)[C@@H]([C@@H](C(=O)NO)CCCO)CC(C)C
1bji,8.7,CCCN(C(=O)[C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CCc1ccccc1
1bjr,7.68,O=C[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C(C)C)[NH3+])C)CCC(=O)N)C)C)CC(C)C)C
1bju,4.8,O=C(Nc1ccc(cc1)Cl)Nc1ccc(cc1)C(=[NH2+])N
1bjv,5.54,O=C(Nc1ccc(cc1)C(=[NH2+])N)Nc1ccc(cc1)Oc1ccccc1
1bkj,6.77,O=c1[nH]c(=O)c2c(n1)n(C[C@@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C
1bkm,5.74,OC(=O)CC[C@@H](C(=O)N[C@@H](C(=O)N)CCC1CCCCC1)NC(=O)[C@H](Cc1ccc(cc1)OP(O)(O)O)NC(=O)C
1bky,3.84,Cn1ccc(nc1=O)N
1bl4,8.74,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@@H](c1cccc(c1)OCC(=O)O)CCc1ccc(c(c1)OC)OC)c1cc(OC)c(c(c1)OC)OC
1bl6,6.8,Fc1ccc(cc1)c1ncn(c1c1ccncc1)CC1CC1
1bl7,7.72,Nc1nccc(n1)c1n(cnc1c1ccc(cc1)F)C1CC[NH2+]CC1
1bm2,6.96,O=C[C@@H](NC(=O)C)CSCCNC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc1ccc(cc1)OP(O)(O)O)[NH3+])CC(=O)N
1bm6,7.89,ONC(=O)[C@H](N(S(=O)(=O)c1ccc(cc1)OC)Cc1cccnc1)C(C)C
1bm7,7.52,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
1bma,4.59,CC(C[C@@H](C(=O)N[N@+](Cc1ccccc1)(CC(=O)Nc1ccc(cc1)C(C)C)C)NC(=O)C(F)(F)F)C
1bmb,6.15,[NH3+]CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)CCC(=O)O)C(C)C)CC(=O)N)C(C)C)Cc1ccc(cc1)OP(O)(O)O)Cc1ccccc1)[NH3+]
1bmk,7.6,Fc1ccc(cc1)c1ncn(c1c1ccnc(n1)N)CC1CC1
1bmm,7.1,OC[C@@H](C(=O)N1CCC[C@H]1CNC(=O)CCC[NH+]=C(N)N)NS(=O)(=O)c1ccc2c(c1)cccc2
1bmn,8.44,OC[C@@H](C(=O)N1CCC[C@H]1CNC(=O)[C@H]1CCC[N+](=C(N)N)C1)NS(=O)(=O)c1ccc2c(c1)cccc2
1bmq,7.42,OC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)c1ccc2c(c1)cccc2)CC(=O)NS(=O)(=O)C
1bn1,9.34,Cc1ccc(cc1)CNS(=O)(=O)c1ccc(s1)S(=O)(=O)N
1bn3,9.89,COc1cccc(c1)N1C=Cc2c(S1(=O)=O)sc(c2)S(=O)(=O)N
1bn4,9.31,COc1ccc(cc1)CNS(=O)(=O)c1ccc(s1)S(=O)(=O)N
1bnm,10,C[NH2+][C@H]1CN(c2cccc(c2)OC)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N
1bnn,10,COc1cccc(c1)N1CCc2c(S1(=O)=O)sc(c2)S(=O)(=O)N
1bnq,9.49,COCCN1C[C@H]([NH2+]CC)c2c(S1(=O)=O)sc(c2)S(=O)(=O)N
1bnt,9.8,COc1ccc(cc1)N1C[C@H](O)c2c(S1(=O)=O)sc(c2)S(=O)(=O)N
1bnu,9.7,O[C@H]1CN(Cc2cccs2)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N
1bnv,8.77,C[NH2+][C@@H]1CN(c2cccc(c2)OC)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N
1bnw,9.08,O=S(=O)(c1ccc(s1)S(=O)(=O)N)NCc1cccs1
1bo5,3.6,O[C@@H]1[C@@H](COP(O)(O)O)O[C@]([C@H]1O)(O)COP(O)(O)O
1bp0,5.4,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)O)n1ccc(=O)[nH]c1=O
1bq3,5.4,OP(O[C@@H]1[C@H](OP(O)(O)O)[C@H](OP(O)(O)O)[C@@H]([C@@H]([C@H]1OP(O)(O)O)OP(O)(O)O)OP(O)(O)O)(O)O
1bq4,5.22,OC(=O)c1c(C(=O)O)c(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)O
1bqm,7.35,CSC[C@H]1C(=S)Nc2c(N1C(=O)OC(C)C)cc(cc2)OC
1bqn,6.22,CSC[C@H]1C(=S)Nc2c(N1C(=O)OC(C)C)cc(cc2)OC
1bqo,7.74,ONC(=O)C1N(CC(CN1S(=O)(=O)c1ccc(cc1)OC)(C)C)S(=O)(=O)c1ccc(cc1)OC
1br5,2.7,OC[C@H]([C@@H](c1cnc2c(n1)c(=O)[nH]c(n2)N)O)O
1br6,3.22,OC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[nH]c(n2)N
1br8,4.74,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)O)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)[NH3+])CCC(=O)O)C)C)C)CO)C)C
1bra,1.82,NC(=[NH2+])c1ccccc1
1bsk,4.12,CCCC[C@@H](C(=O)N[C@H](C(=O)Nc1ccc(cc1)N(=O)=O)CC(C)C)OP(O)(O)O
1bt6,5.7,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)C)CO)Cc1[nH]cnc1)CCC(=O)O)CC(C)C)CO
1btn,4.4,O[C@@H]1[C@@H](OP(O)(O)O)[C@H](OP(O)(O)O)[C@H]([C@@H]([C@@H]1O)OP(O)(O)O)O
1bty,4.74,NC(=[NH2+])c1ccccc1
1bug,4.37,NC(=S)Nc1ccccc1
1bux,4.85,O[C@@H]1[C@H](OP(O)(O)O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(OS(=O)(=O)O)(O)O
1bv7,10.3,O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(C(=O)N([C@@H]1Cc1ccccc1)Cc1cccc(c1)C(=O)Nc1nccs1)Cc1cccc(c1)C(=O)Nc1nccs1
1bv9,9.96,O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(C(=O)N([C@@H]1Cc1ccccc1)Cc1cccc(c1)C(=O)Nc1nccs1)Cc1cccc(c1)C(=O)Nc1nccs1
1bwa,8.6,O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(C(=O)N([C@@H]1Cc1ccccc1)Cc1cccc(c1)C(=O)Nc1nccs1)Cc1cccc(c1)C(=O)Nc1nccs1
1bwb,8.42,O=C1N(Cc2cccc(c2)C(=O)Nc2nc3c([nH]2)cccc3)[C@H](Cc2ccccc2)[C@@H]([C@H]([C@H](N1Cc1cccc(c1)C(=O)Nc1nc2c([nH]1)cccc2)Cc1ccccc1)O)O
1bwn,7.06,O[C@@H]1[C@H](OP(O)(O)O)[C@@H](OP(O)(O)O)[C@@H]([C@H]([C@@H]1OP(O)(O)O)O)OP(O)(O)O
1bxl,6.47,[NH3+]CC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC[NH+]=C(N)N)CC(=O)N)[C@H](CC)C)CC(=O)O)CC(=O)O)[C@H](CC)C)[C@H](CC)C)C)CC(C)C)CCC(=O)N)CCC[NH+]=C(N)N)C(C)C)CCC(=O)N
1bxo,10,COC(=O)[C@@H]1Cc2cccc(c2)CNC(=O)C[C@@H](C(=O)N[C@H](P(O1)(O)O)CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)CC(C)C
1bxq,7.38,COC(=O)[C@@H](OP([C@@H](NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)CC(C)C)CC(=O)N)CC(C)C)(O)O)Cc1ccccc1
1bxr,3.4,O[C@@H]1[C@@H](COP(OP(NP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
1bzc,4.92,OC(=O)CC[C@@H](C(=O)N)NC(=O)c1ccc2c(c1)ccc(c2)C(P(O)(O)O)(F)F
1bzf,8.3,COc1cc(NCc2ccc3c(c2C)c(N)nc(n3)N)cc(c1OC)OC
1bzh,6.77,OC(=O)CC[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)CSC[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)Cc1ccc(cc1)OC(C(=O)O)(C(=O)O)F)CC(C)C)C(=O)N)CC(=O)O
1bzj,4.66,OC(=O)c1ccc2c(c1)ccc(c2)C(P(O)(O)O)(F)F
1bzs,8,OC(=O)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(cc1)c1ccccc1
1bzy,8.34,O[C@H]1[C@@H]([NH2+][C@@H]([C@H]1O)COP(O)(O)O)c1c[nH]c2c1nc(N)[nH]c2=O
1c12,8.72,OC(=O)CCC(=O)c1cc2[C@@H](C(C)C)[C@@H](C(c2cc1C)(C)C)C
1c1r,7.63,NC(=[NH2+])c1ccc2c(c1)[nH]c(n2)Cc1nc2c([nH]1)cccc2
1c1u,8.25,NC(=[NH2+])c1ccc2c(c1)[nH]c(n2)Cc1nc2c([nH]1)cccc2
1c1v,7.64,NC(=[NH2+])c1ccc2c(c1)[nH]c(n2)Cc1nc2c([nH]1)cc(cc2)C(=[NH2+])N
1c29,6.33,Oc1ccccc1SCC/C=C/P(O)(O)O
1c2t,6.59,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)[C@@H](C(=O)O)Cc1ccc2c(c1)c(=O)[nH]c(n2)N
1c3b,7.57,OB(c1cc2c(s1)cccc2)O
1c3e,6.59,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)[C@H](C(=O)O)Cc1ccc2c(c1)c(=O)[nH]c(n2)N
1c3i,5.8,SC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)OC)C(C)C)[NH2+]Cc1ccc(cc1)c1ccccc1
1c3r,6.4,ONC(=O)/C=C/C(=C/[C@H](C(=O)c1ccc(cc1)N(C)C)C)/C
1c3x,3.68,Ic1[nH]c2c(n1)c(=O)[nH]c(n2)N
1c4u,10.37,O=C([C@@H]1C=CCn2n1c(=O)n(c2=O)CCS(=O)(=O)c1ccc(cc1)Br)NC[C@@H]1CC[C@H](CC1)C(=[NH2+])N
1c4v,10.8,O=C([C@@H]1C=C(C)Cn2n1c(=O)n(c2=O)CC(c1ccccc1)c1ccccc1)NC[C@@H]1CC[C@H](CC1)C(=[NH2+])N
1c4y,7.92,CC1=C[C@@H](C(=O)N[C@@H]2CC[C@H](CC2)c2cnc([nH]2)N)n2n(C1)c(=O)n(c2=O)CC(c1ccccc1)c1ccccc1
1c50,6.48,O[C@@H]1CCN(CC1)C(=O)[C@@H](NC(=O)c1cc2c([nH]1)ccc(c2)Cl)Cc1ccc(cc1)F
1c5c,6.96,CC(=O)Nc1ccc2c(c1S(O)(O)O)cccc2S(O)(O)O
1c5f,6.07,C/C=C/C[C@H]([C@H]([C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C
1c5n,4.7,Ic1cccc2c1cc(s2)C(=[NH2+])N
1c5o,3.49,NC(=[NH2+])c1ccccc1
1c5p,4.68,NC(=[NH2+])c1ccccc1
1c5q,6.36,Ic1cccc2c1cc(s2)C(=[NH2+])N
1c5s,6,NC(=[NH2+])c1cc2c(s1)cccc2
1c5t,4.1,NC(=[NH2+])c1cc2c(s1)nccc2
1c5x,6.68,Ic1cccc2c1cc(s2)C(=[NH2+])N
1c5y,4.2,NC(=[NH2+])c1cc2c(s1)nccc2
1c5z,4.01,NC(=[NH2+])c1ccccc1
1c6y,9.51,O[C@H](C[N@@H+]1CC[N@H+](C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1)C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1
1c70,10.3,O[C@@H](C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1)C[N@@H+]1CC[N@H+](C[C@H]1C(=O)NC(C)(C)C)Cc1cc2c(o1)cccc2
1c7e,6.3,O=c1[nH]c(=O)c2c([nH]1)n(C[C@@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)c1c([nH]2)cc(c(c1)C)C
1c7f,9.52,O=c1[nH]c(=O)c2c(n1)n(C[C@@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C
1c83,4.85,O=C(C(=O)O)Nc1cc2[nH]ccc2cc1C(=O)O
1c84,5,OC(=O)C(=O)Nc1cc2ccccc2cc1C(=O)O
1c85,4.64,O=C(C(=O)O)Nc1ccccc1C(=O)O
1c86,4.7,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CCOC2
1c87,4.2,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CCOC2
1c88,5.29,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CC[NH2+]C2
1c8k,6,C[N@H+]1CC[C@@H]([C@@H](C1)O)c1c(O)cc(c2c1oc(cc2=O)c1ccccc1Cl)O
1c8l,8.16,CCN1C(=C(C(=O)OC(C)C)[C@H](C(=C1C(=O)O)C(=O)O)c1ccccc1Cl)C
1c8v,6.33,Oc1ccccc1SCCCCP(O)(O)O
1c9d,6.3,Oc1ccc(cc1SCCCCP(O)(O)O)F
1ca8,9.49,OC[C@@H](NC(=O)CN1CCC[C@@H](C1=O)NS(=O)(=O)Cc1ccccc1)C[C@@H]1CCC[N+](=C(N)N)C1
1caq,7.72,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)N1CC[C@H](CC1)c1ccccc1)Cc1c[nH]c2c1cccc2
1cbr,9.4,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C
1cbx,6.35,OC(=O)[C@H](Cc1ccccc1)CC(=O)O
1ce5,4.74,NC(=[NH2+])c1ccccc1
1cea,4.96,[NH3+]CCCCCC(=O)O
1ceb,6,[NH3+]C[C@@H]1CC[C@H](CC1)C(=O)O
1cet,2.89,CC[NH+](CCC[C@H](Nc1ccnc2c1ccc(c2)Cl)C)CC
1cgl,6.87,CC(C[C@@H](C(=O)N[C@H](C(=O)NCC[NH+]1CCOCC1)Cc1ccccc1)[NH2+][C@@H](C(=O)O)CCNC(=O)OCc1ccccc1)C
1ch8,7,Nc1[nH]c(=O)c2c(n1)n(cn2)[C@@H]1O[C@@H]([C@@H]2[C@H]1OP(O2)(O)O)COP(OP(O)(O)O)(O)O
1ci7,7.05,C#CCN(c1ccc(cc1)C(=O)N[C@@H](C(=O)O)CCC(=O)O)Cc1ccc2c(c1)c(=O)nc([nH]2)N
1cil,9.43,CC[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N
1cim,8.82,C[C@H]1C[C@H]([NH3+])c2c(S1(=O)=O)sc(c2)S(=O)(=O)N
1cin,8.73,C[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N
1ciz,7.44,OC(=O)[C@H](NS(=O)(=O)c1ccc(cc1)N1CC[C@H](CC1)c1ccccc1)Cc1c[nH]c2c1cccc2
1cj1,8.8,O=C(N[C@H](C(=O)NC1(CCCCC1)C(=O)N[C@@H]1C=CCC[C@@H]1C(=O)N)Cc1ccc(cc1)OP(O)(O)O)OCc1cccc(c1)N
1cka,5.72,[NH3+]CCCC[C@@H](C(=O)N[C@@H](CCCC[NH3+])C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC[NH2+]1)C)CC(C)C
1ckb,5.28,CC(NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC[NH2+]1)CCC[NH+]=C(N)N)C
1clu,8.27,CNP(NP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(N)[nH]c2=O)(O)O)(O)O)(O)O
1cnw,7.72,[NH3+]CC(=O)NCCOCCOCCNC(=O)c1ccc(cc1)S(=O)(=O)N
1cnx,7.37,[NH3+]CCOCCOCCNC(=O)c1ccc(cc1)S(=O)(=O)N
1cny,7.85,[NH3+][C@H](C(=O)NCCOCCOCCNC(=O)c1ccc(cc1)S(=O)(=O)N)Cc1ccccc1
1cp6,5,CCCB(O)O
1cpi,7.41,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N)C(C)C)NC(=O)[C@@H]1CCC[N@H+]1C[C@@H]([C@H]1NC(=O)[C@H](CC(=O)N)NC(=O)CCCOc2ccc(C1)cc2)O)C
1cps,6.66,OC(=O)[C@@H](CS(=N)(=N)C)Cc1ccccc1
1cqp,5.62,CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C
1cr6,8.51,O=C(NC1CCCCC1)NCCCc1ccccc1
1cs4,5.57,OC[C@H]1O[C@H](C[C@@H]1OP(O)(O)O)n1cnc2c1ncnc2N
1csh,7.55,O=C(NCCCC(=O)N)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
1csi,8.8,O=C(NCCCC(=O)O)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
1csr,7.38,O=C(NCC[C@H](C(=O)N)F)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
1css,6.1,O=C(NCC[C@@H](C(=O)O)F)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
1ct8,6.52,OC[C@H]([C@@H](c1ccc(cc1)N(=O)=O)OP(Cc1ccc(cc1)NC(=O)C(F)(F)F)(O)O)NC(=O)C(Cl)Cl
1ctr,6,Cn1ccn(cc1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F
1ctt,4.52,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1C=CCNC1=O
1ctu,11.92,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1C=C[C@H](NC1=O)O
1cw2,6.15,O=[S@@](c1ccccc1O)CCCCP(O)(O)O
1cwb,7.89,C/C=C/CC([C@H]([C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)(C)C
1cwc,7.8,C/C=C/C[C@H]([C@H]([C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](C[C@@H](CC)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C
1cx9,6.75,Nc1ccccc1SCCCCP(O)(O)O
1cyn,7.68,C/C=C/C[C@H]([C@H]([C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C
1czc,2.82,OC(=O)CCCC(=O)O
1cze,2.62,OC(=O)CCC(=O)O
1czk,8.82,O=c1[nH]c(=O)c2c(n1)n(C[C@@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C
1czl,9.15,O=c1[nH]c(=O)c2c(n1)n(C[C@@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C
1czo,4.55,O=c1[nH]c(=O)c2c([nH]1)n(C[C@@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)c1c([nH]2)cc(c(c1)C)C
1czq,4.54,OC(=O)CC[C@H]1NC(=O)[C@@H](CSSC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)C)CCC[NH+]=C(N)N)Cc1cnc[nH]1)CCC[NH+]=C(N)N)CCC(=O)O)Cc1c[nH]c2c1cccc2)Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O)C)C)NC(=O)[C@H](NC(=O)CNC(=O)C)C
1czr,9,O=c1[nH]c(=O)c2c(n1)n(C[C@@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C
1d04,4.59,O=c1[nH]c(=O)c2c([nH]1)n(C[C@@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)c1c([nH]2)cc(c(c1)C)C
1d09,7.57,O=C(CP(O)(O)O)N[C@H](C(=O)O)CC(=O)O
1d1p,3.6,OCC[N@@H+]1CC[N@H+](CC1)CCS(=O)(=O)O
1d2e,6,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1nc(N)[nH]c2=O
1d2s,9.74,O=C1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C
1d3d,9.09,Oc1ccc2c(c1)sc(c2Cc1ccc(c(c1)Br)C[NH+]1CCCC1)c1ccc(cc1)OCC[NH+]1CCCC1
1d3p,7.39,Oc1ccc2c(c1)sc(c2Cc1ccc(cc1)OCC[NH+]1CCCC1)c1ccc(nc1)OCC[NH+]1CCCC1
1d3q,6.54,C1CC[NH+](C1)CCOc1ccc(cc1)Cc1c(sc2c1cccc2)c1ccc(cc1)OCC[NH+]1CCCC1
1d3v,6.96,OC(=O)[C@H](CCCC[B](O)(O)O)[NH3+]
1d4h,10,O=C([C@@H]([C@@H]([C@H]([C@H](C(=O)NCc1ccccc1)OCc1ccccc1)O)O)OCc1ccccc1)N[C@@H]1[C@H](O)Cc2c1cccc2
1d4i,8.85,O=C([C@@H](C[C@H]([C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)OCc1ccccc1)O)OCc1ccccc1)N[C@@H]1[C@H](O)Cc2c1cccc2
